precio,metraje,lugar,titulo,url
200.000,64,"Madrid, Tetuán",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/541955.html
395.000,102,"Madrid, Tetuán",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/540879.html
353.000,134,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/542465.html
78.000,35,"Madrid, Puente De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543529.html
330.000,70,"Madrid, Chamartín",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/531519.html
150.000,68,"Madrid, Usera",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543272.html
160.000,36,"Madrid, Usera",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543285.html
178.000,100,"Madrid, Usera",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/544134.html
160.000,83,"Madrid, Usera",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/542819.html
194.000,96,"Madrid, Usera",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543431.html
300.000,99,"Madrid, Moratalaz",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543973.html
399.000,102,"Madrid, Retiro",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/538583.html
105.000,77,"Madrid, Carabanchel",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/541989.html
185.000,72,"Madrid, Tetuán",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/541902.html
149.000,36,"Madrid, Arganzuela",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/544598.html
270.000,100,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/544636.html
350.000,154,"Madrid, Arganzuela",Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/madrid/madrid/544484.html
99.000,99,"Madrid, Villaverde",Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/madrid/madrid/544688.html
115.000,68,"Madrid, Villaverde",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/530631.html
239.000,88,"Madrid, Tetuán",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/489241.html
149.000,70,"Madrid, Villaverde",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543347.html
249.000,141,"Madrid, Villaverde",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/542028.html
105.000,58,"Madrid, Carabanchel",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/542355.html
350.000,112,"Madrid, Moratalaz",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543168.html
135.000,74,"Madrid, Carabanchel",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/544252.html
59.000,25,"Madrid, Centro",Trastero en venta,https://www.tecnocasa.es/venta/trastero/madrid/madrid/544667.html
25.000,122,"Madrid, Latina",Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/madrid/madrid/540066.html
127.000,118,"Madrid, Villa De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/532335.html
305.000,280,"Madrid, Tetuán",Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/madrid/madrid/541742.html
135.000,53,"Madrid, Villa De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/544656.html
389.000,94,"Madrid, Chamartín",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543912.html
57.000,21,"Madrid, Carabanchel",Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/madrid/madrid/239478.html
124.000,67,"Madrid, Villa De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/539475.html
125.000,49,"Madrid, Puente De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/530397.html
169.000,82,"Madrid, Arganzuela",Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/madrid/madrid/540149.html
205.000,84,"Madrid, Arganzuela",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543006.html
210.000,96,"Madrid, Villaverde",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/541743.html
250.000,82,"Madrid, Ciudad Lineal",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/536439.html
160.000,51,"Madrid, Retiro",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/540338.html
160.000,60,"Madrid, Ciudad Lineal",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543857.html
27.500,28,"Madrid, Arganzuela",Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/madrid/madrid/544024.html
398.000,96,"Madrid, Retiro",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/538576.html
260.000,99,"Madrid, Hortaleza",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/538094.html
185.000,77,"Madrid, Latina",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543326.html
425.000,130,"Madrid, Latina",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/518840.html
11.000,11,"Madrid, Puente De Vallecas",Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/madrid/madrid/516990.html
16.000,11,"Madrid, Tetuán",Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/madrid/madrid/534437.html
265.000,131,"Madrid, Puente De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/544294.html
135.000,89,"Madrid, Puente De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/539927.html
120.000,68,"Madrid, Latina",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543144.html
340.000,86,"Madrid, Hortaleza",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/534897.html
370.000,96,"Madrid, Salamanca",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/535104.html
117.900,51,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/542334.html
395.000,83,"Madrid, Arganzuela",Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/madrid/madrid/544482.html
157.000,83,"Madrid, Latina",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/536916.html
440.000,300,"Madrid, Carabanchel",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/541148.html
14.000,14,"Madrid, Carabanchel",Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/madrid/madrid/541869.html
230.000,279,"Madrid, Hortaleza",Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/madrid/madrid/539579.html
635.000,140,"Madrid, Retiro",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/526096.html
27.420,20,"Madrid, Retiro",Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/madrid/madrid/530963.html
39.000,11,"Madrid, Retiro",Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/madrid/madrid/535892.html
55.000,10,"Madrid, Retiro",Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/madrid/madrid/525313.html
580.000,202,"Madrid, Hortaleza",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/532245.html
150.000,155,"Madrid, Villaverde",Terrenos en venta,https://www.tecnocasa.es/venta/terrenos/madrid/madrid/515066.html
29.500,10,"Madrid, Retiro",Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/madrid/madrid/532173.html
25.000,12,"Madrid, Retiro",Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/madrid/madrid/538255.html
1.050.000,200,"Madrid, Salamanca",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/540063.html
175.000,60,"Madrid, Barajas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543177.html
139.500,48,"Madrid, Ciudad Lineal",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543079.html
238.000,118,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/534842.html
120.000,66,"Madrid, Usera",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/539749.html
140.000,67,"Madrid, Carabanchel",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/544221.html
203.000,65,"Madrid, Moncloa - Aravaca",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/199432.html
180.000,36,"Madrid, Tetuán",Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/madrid/madrid/543444.html
179.000,80,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/537196.html
200.000,92,"Madrid, Carabanchel",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/520530.html
179.000,70,"Madrid, Carabanchel",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/539361.html
214.999,85,"Madrid, Carabanchel",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/514135.html
849.000,173,"Madrid, Salamanca",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/536487.html
459.000,79,"Madrid, Salamanca",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/502653.html
730.000,287,"Madrid, Salamanca",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/538267.html
166.000,72,"Madrid, Carabanchel",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/535047.html
799.900,130,"Madrid, Chamberí",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/542650.html
218.000,101,"Madrid, Puente De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/544253.html
164.999,70,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/511853.html
185.000,38,"Madrid, Barajas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/541725.html
339.000,103,"Madrid, Chamartín",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/532453.html
160.000,60,"Madrid, Hortaleza",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/538736.html
159.000,149,"Madrid, Hortaleza",Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/madrid/madrid/518472.html
517.000,130,"Madrid, Barajas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543064.html
127.000,53,"Madrid, Barajas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/539159.html
22.000,10,"Madrid, Arganzuela",Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/madrid/madrid/540652.html
750.000,133,"Madrid, Fuencarral",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543589.html
210.000,87,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/532217.html
145.000,86,"Madrid, Puente De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/544220.html
168.000,36,"Madrid, Tetuán",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/232912.html
149.000,70,"Madrid, Latina",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/541957.html
135.000,80,"Madrid, Carabanchel",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/541203.html
349.000,66,"Madrid, Salamanca",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/542551.html
137.000,61,"Madrid, Usera",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/544168.html
109.000,102,"Madrid, Carabanchel",Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/madrid/madrid/256905.html
170.000,210,"Madrid, Carabanchel",Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/madrid/madrid/537998.html
119.000,60,"Madrid, Puente De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543291.html
256.000,79,"Madrid, Chamartín",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/538543.html
169.500,95,"Madrid, Usera",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/540741.html
200.000,40,"Madrid, Centro",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/542314.html
299.900,79,"Madrid, Fuencarral",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/542401.html
199.999,385,"Madrid, Villaverde",Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/madrid/madrid/542658.html
132.900,47,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/542250.html
212.000,94,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543990.html
520.000,118,"Madrid, Centro",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/544113.html
133.000,62,"Madrid, Usera",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/220105.html
230.000,83,"Madrid, Ciudad Lineal",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543691.html
75.000,90,"Madrid, Villaverde",Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/madrid/madrid/543985.html
225.000,30,"Madrid, Salamanca",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/539766.html
225.000,79,"Madrid, Ciudad Lineal",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/542776.html
140.000,45,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543671.html
299.000,57,"Madrid, Salamanca",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/540554.html
175.000,70,"Madrid, Latina",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/542331.html
430.000,90,"Madrid, Hortaleza",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/492619.html
255.000,169,"Madrid, Carabanchel",Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/madrid/madrid/502840.html
168.500,90,"Madrid, Usera",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/524810.html
199.000,80,"Madrid, Latina",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543241.html
119.000,60,"Madrid, Puente De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/536955.html
115.000,56,"Madrid, Puente De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/537989.html
117.000,62,"Madrid, Puente De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/537427.html
190.000,108,"Madrid, Puente De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/531416.html
135.000,52,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/538650.html
180.000,60,"Madrid, Ciudad Lineal",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/257959.html
79.000,40,"Madrid, Puente De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543325.html
139.000,204,"Madrid, Puente De Vallecas",Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/madrid/madrid/533518.html
380.000,92,"Madrid, Centro",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/537534.html
299.000,55,"Madrid, Centro",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/541988.html
850.000,280,"Madrid, Centro",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/542317.html
275.000,78,"Madrid, Latina",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/531986.html
335.000,151,"Madrid, Hortaleza",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543894.html
8.500,4,"Madrid, Carabanchel",Trastero en venta,https://www.tecnocasa.es/venta/trastero/madrid/madrid/543465.html
350.000,147,"Madrid, Hortaleza",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/540343.html
320.000,70,"Madrid, Chamberí",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543897.html
1.100.000,203,"Madrid, Chamberí",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543892.html
130.000,53,"Madrid, Ciudad Lineal",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/535952.html
130.000,41,"Madrid, Tetuán",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/540840.html
210.000,52,"Madrid, Chamberí",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/540188.html
170.000,71,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/541285.html
388.000,134,"Madrid, Latina",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/540424.html
229.000,90,"Madrid, Latina",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543780.html
120.000,111,"Madrid, Villa De Vallecas",Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/madrid/madrid/542119.html
315.000,87,"Madrid, Fuencarral",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/532005.html
250.000,129,"Madrid, Villa De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/541021.html
380.000,124,"Madrid, Fuencarral",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/537587.html
190.000,86,"Madrid, Villa De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543732.html
289.900,111,"Madrid, Villa De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543794.html
1.300.000,229,"Madrid, Fuencarral",Casa en venta,https://www.tecnocasa.es/venta/casa/madrid/madrid/518292.html
119.000,45,"Madrid, Puente De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/534345.html
119.000,45,"Madrid, Puente De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/534347.html
167.000,60,"Madrid, Carabanchel",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/534068.html
10.000,15,"Madrid, Carabanchel",Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/madrid/madrid/521514.html
350.000,56,"Madrid, Salamanca",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/532890.html
520.000,74,"Madrid, Salamanca",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/538347.html
665.000,108,"Madrid, Salamanca",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/540020.html
900.000,141,"Madrid, Salamanca",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/540062.html
180.000,65,"Madrid, Ciudad Lineal",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/542622.html
400.000,158,"Madrid, Hortaleza",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/537695.html
235.000,76,"Madrid, Moratalaz",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543659.html
160.000,45,"Madrid, Latina",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543771.html
570.000,120,"Madrid, Salamanca",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543316.html
175.000,46,"Madrid, Usera",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/542075.html
138.000,47,"Madrid, Carabanchel",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/506252.html
239.000,81,"Madrid, Usera",Casa en venta,https://www.tecnocasa.es/venta/casa/madrid/madrid/538397.html
149.000,104,"Madrid, Usera",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/540636.html
169.000,110,"Madrid, Usera",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543648.html
260.000,69,"Madrid, Ciudad Lineal",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/539066.html
199.999,65,"Madrid, Ciudad Lineal",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/541108.html
259.900,80,"Madrid, Tetuán",Ático en venta,https://www.tecnocasa.es/venta/atico/madrid/madrid/539196.html
160.000,75,"Madrid, Latina",Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/madrid/madrid/523854.html
135.000,54,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/536180.html
165.000,86,"Madrid, Puente De Vallecas",Casa en venta,https://www.tecnocasa.es/venta/casa/madrid/madrid/543311.html
155.000,96,"Madrid, Puente De Vallecas",Casa en venta,https://www.tecnocasa.es/venta/casa/madrid/madrid/542992.html
899.000,314,"Madrid, San Blas",Casa en venta,https://www.tecnocasa.es/venta/casa/madrid/madrid/538112.html
18.500,16,"Madrid, Arganzuela",Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/madrid/madrid/260922.html
285.000,68,"Madrid, Retiro",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/541586.html
335.000,122,"Madrid, Usera",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/541443.html
229.000,72,"Madrid, Tetuán",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/538513.html
125.000,53,"Madrid, Villa De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/540453.html
12.500,19,"Madrid, Latina",Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/madrid/madrid/533183.html
188.000,119,"Madrid, Usera",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543544.html
200.000,87,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543129.html
164.000,68,"Madrid, Latina",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/540155.html
235.000,80,"Madrid, Latina",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/322756.html
149.900,75,"Madrid, Latina",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543152.html
129.000,57,"Madrid, Puente De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/369761.html
75.000,74,"Madrid, Moncloa - Aravaca",Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/madrid/madrid/542095.html
545.000,117,"Madrid, Chamberí",Ático en venta,https://www.tecnocasa.es/venta/atico/madrid/madrid/540742.html
520.000,113,"Madrid, Moncloa - Aravaca",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/541688.html
120.000,57,"Madrid, Usera",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/252552.html
150.500,107,"Madrid, Puente De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/513182.html
320.000,99,"Madrid, Latina",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/540239.html
162.000,76,"Madrid, Carabanchel",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/540845.html
379.000,103,"Madrid, Carabanchel",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/540536.html
145.000,37,"Madrid, Centro",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/534894.html
8.580,14,"Madrid, Carabanchel",Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/madrid/madrid/362268.html
168.900,101,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/375740.html
217.000,110,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/492102.html
130.000,61,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/502047.html
108.999,61,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/541962.html
116.999,68,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/517629.html
180.000,101,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/521381.html
350.000,86,"Madrid, Hortaleza",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/523864.html
110.000,59,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/539311.html
340.000,78,"Madrid, Centro",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/542690.html
247.000,143,"Madrid, Usera",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/539917.html
139.000,55,"Madrid, Puente De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/540264.html
101.000,51,"Madrid, Villaverde",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/542734.html
20.000,27,"Madrid, Tetuán",Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/madrid/madrid/542292.html
118.000,69,"Madrid, Fuencarral",Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/madrid/madrid/189569.html
149.000,70,"Madrid, Latina",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543136.html
141.000,63,"Madrid, Latina",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/536577.html
409.900,86,"Madrid, Centro",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/542026.html
390.000,231,"Madrid, Fuencarral",Casa en venta,https://www.tecnocasa.es/venta/casa/madrid/madrid/349104.html
380.000,74,"Madrid, Moncloa - Aravaca",Casa en venta,https://www.tecnocasa.es/venta/casa/madrid/madrid/539617.html
118.000,54,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/535884.html
170.000,54,"Madrid, Fuencarral",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/539155.html
205.000,36,"Madrid, Tetuán",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/264335.html
424.000,121,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/541178.html
154.900,57,"Madrid, Tetuán",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/538481.html
93.000,30,"Madrid, Usera",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/354690.html
120.000,50,"Madrid, Tetuán",Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/madrid/madrid/535308.html
128.000,78,"Madrid, Tetuán",Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/madrid/madrid/536772.html
118.000,55,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/543257.html
415.000,100,"Madrid, Chamartín",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/540051.html
190.000,51,"Madrid, Chamartín",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/542238.html
570.000,133,"Madrid, Moncloa - Aravaca",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/539174.html
207.000,49,"Madrid, Arganzuela",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/540830.html
249.999,112,"Madrid, San Blas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/542598.html
89.000,82,"Madrid, Usera",Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/madrid/madrid/543133.html
133.000,96,"Madrid, Puente De Vallecas",Piso en venta,https://www.tecnocasa.es/venta/piso/madrid/madrid/532805.html
